ID,op_status,total_funding_usd,funding_rounds,first_funding_date,last_funding_date,num_investors,funding_duration,first_funding_utc,last_funding_utc,successful_investment
35710,operating,2500000,1,29-07-2015,29-07-2015,3,0,16645,16645,0
35711,operating,205197,2,01-07-2013,01-06-2014,2,335,15887,16222,0
35712,operating,162000,2,15-10-2011,10-05-2012,2,208,15262,15470,0
35713,closed,,1,25-03-2015,25-03-2015,1,0,16519,16519,0
35714,operating,245703,2,11-07-2013,21-07-2014,1,375,15897,16272,0
35715,operating,1800000,1,31-01-2006,31-01-2006,3,0,13179,13179,0
35716,operating,,1,01-01-2015,01-01-2015,1,0,16436,16436,0
35717,operating,,1,26-10-2011,26-10-2011,1,0,15273,15273,0
35718,operating,,1,01-05-2015,01-05-2015,1,0,16556,16556,0
35719,operating,67900000,5,30-08-2010,03-02-2015,9,1618,14851,16469,0
35720,operating,50000,1,01-08-2013,01-08-2013,1,0,15918,15918,0
35721,operating,51275260,7,01-01-2002,15-01-2014,17,4397,11688,16085,0
35722,operating,182042306,11,25-02-2009,08-09-2015,21,2386,14300,16686,0
35723,operating,,1,01-01-2014,01-01-2014,1,0,16071,16071,0
35724,operating,5750000,2,01-07-2005,08-05-2007,5,676,12965,13641,0
35725,operating,,1,09-01-2014,09-01-2014,1,0,16079,16079,0
35726,acquired,12200000,2,04-04-2001,14-05-2004,4,1136,11416,12552,1
35727,operating,40000,1,20-06-2011,20-06-2011,1,0,15145,15145,0
35728,operating,,1,06-05-2015,06-05-2015,1,0,16561,16561,0
35729,acquired,1310000,1,02-07-2007,02-07-2007,1,0,13696,13696,1
35730,operating,72000001,4,11-01-2005,21-10-2010,14,2109,12794,14903,0
35731,operating,2729951,2,15-12-2013,27-08-2014,2,255,16054,16309,0
35732,operating,693000,2,01-02-2015,11-11-2015,1,283,16467,16750,0
35733,operating,1000000,1,30-09-2014,30-09-2014,1,0,16343,16343,0
35734,operating,4800000,2,27-04-2012,19-11-2013,3,571,15457,16028,0
35735,operating,10000000,1,01-01-2013,01-01-2013,2,0,15706,15706,0
35736,operating,35000000,1,15-09-2015,15-09-2015,4,0,16693,16693,0
35737,operating,150500,4,12-10-2012,01-07-2014,3,627,15625,16252,0
35738,operating,350000,2,01-12-2013,06-10-2014,3,309,16040,16349,0
35739,operating,350000,1,31-07-2008,31-07-2008,1,0,14091,14091,0
35740,operating,567160.2852,1,21-10-2015,21-10-2015,1,0,16729,16729,0
35741,operating,,1,01-01-2012,01-01-2012,1,0,15340,15340,0
35742,acquired,3750000,2,25-08-2010,10-01-2011,11,138,14846,14984,1
35743,operating,500000,1,12-08-2013,12-08-2013,2,0,15929,15929,0
35744,acquired,56063148,6,17-03-2005,18-07-2012,14,2680,12859,15539,1
35745,operating,500000,1,09-12-2009,09-12-2009,1,0,14587,14587,0
35746,operating,195607,1,02-12-2005,02-12-2005,1,0,13119,13119,0
35747,operating,6000000,1,31-10-2011,31-10-2011,1,0,15278,15278,0
35748,operating,20000000,1,16-08-2007,16-08-2007,4,0,13741,13741,0
35749,acquired,38805883,6,10-02-2005,19-11-2014,18,3569,12824,16393,1
35750,closed,15000000,1,01-05-2007,01-05-2007,3,0,13634,13634,0
35751,operating,15000,1,08-06-2015,08-06-2015,1,0,16594,16594,0
35752,acquired,3000000,1,24-10-2011,24-10-2011,4,0,15271,15271,1
35753,acquired,880000,1,27-02-2012,27-02-2012,2,0,15397,15397,1
35754,operating,,1,01-11-2007,01-11-2007,3,0,13818,13818,0
35755,operating,2260000,1,18-07-2006,18-07-2006,2,0,13347,13347,0
35756,operating,230000,1,05-05-2014,05-05-2014,2,0,16195,16195,0
35757,ipo,,2,01-08-2009,01-10-2010,2,426,14457,14883,1
35758,operating,2094510,1,08-10-2014,08-10-2014,1,0,16351,16351,0
35759,operating,1359200,1,01-01-2005,01-01-2005,1,0,12784,12784,0
35760,operating,8000000,1,18-12-2014,18-12-2014,4,0,16422,16422,0
35761,operating,1000000,2,01-03-2012,01-12-2013,1,640,15400,16040,0
35762,operating,1000000,1,21-08-2014,21-08-2014,3,0,16303,16303,0
35763,operating,3990853,1,22-05-2014,22-05-2014,2,0,16212,16212,0
35764,acquired,24766667,2,05-12-2006,11-08-2009,5,980,13487,14467,1
35765,operating,40000,1,10-04-2012,10-04-2012,1,0,15440,15440,0
35766,acquired,1900000,3,07-06-2012,16-05-2013,12,343,15498,15841,1
35767,operating,1400000,1,14-05-2014,14-05-2014,3,0,16204,16204,0
35768,operating,10000000,1,01-02-2007,01-02-2007,1,0,13545,13545,0
35769,operating,,1,22-02-2012,22-02-2012,1,0,15392,15392,0
35770,operating,10100000,2,09-09-2014,25-08-2015,5,350,16322,16672,0
35771,operating,11300000,1,27-10-2015,27-10-2015,1,0,16735,16735,0
35772,operating,300000,1,06-07-2015,06-07-2015,2,0,16622,16622,0
35773,closed,6200000,1,02-11-1999,02-11-1999,2,0,10897,10897,0
35774,operating,1500000,1,15-09-2014,15-09-2014,5,0,16328,16328,0
35775,operating,13250000,5,09-03-2006,26-01-2012,4,2149,13216,15365,0
35776,operating,,1,27-02-2014,27-02-2014,1,0,16128,16128,0
35777,operating,14650000,4,27-06-2013,03-11-2015,9,859,15883,16742,0
35778,operating,500000,1,19-02-2015,19-02-2015,7,0,16485,16485,0
35779,operating,,1,15-03-2011,15-03-2011,1,0,15048,15048,0
35780,operating,50000,1,19-03-2012,19-03-2012,1,0,15418,15418,0
35781,operating,1500000,1,25-11-2015,25-11-2015,1,0,16764,16764,0
35782,operating,525000,3,11-03-2011,09-06-2014,2,1186,15044,16230,0
35783,closed,20000,1,01-05-2014,01-05-2014,2,0,16191,16191,0
35784,acquired,1750000,1,19-11-2001,19-11-2001,1,0,11645,11645,1
35785,operating,500000,1,10-08-2015,10-08-2015,2,0,16657,16657,0
35786,acquired,33000000,1,14-11-2000,14-11-2000,6,0,11275,11275,1
35787,operating,2000000,2,16-09-2010,24-03-2014,5,1285,14868,16153,0
35788,operating,,1,03-09-2010,03-09-2010,1,0,14855,14855,0
35789,operating,89050000,7,14-07-2005,29-04-2014,16,3211,12978,16189,0
35790,acquired,11000000,2,05-08-2003,15-05-2007,4,1379,12269,13648,1
35791,operating,2784223,6,02-10-2013,06-01-2015,2,461,15980,16441,0
35792,acquired,,1,02-03-2005,02-03-2005,1,0,12844,12844,1
35793,operating,6557613,2,07-06-2011,28-05-2015,6,1451,15132,16583,0
35794,operating,4651137,6,04-08-2010,13-04-2014,1,1348,14825,16173,0
35795,operating,130701,1,18-01-2010,18-01-2010,1,0,14627,14627,0
35796,closed,158940,1,28-04-2010,28-04-2010,1,0,14727,14727,0
35797,operating,,1,01-03-2015,01-03-2015,1,0,16495,16495,0
35798,operating,2000000,1,03-10-2013,03-10-2013,1,0,15981,15981,0
35799,operating,,1,01-11-2008,01-11-2008,1,0,14184,14184,0
35800,operating,700000,1,01-11-2014,01-11-2014,1,0,16375,16375,0
35801,operating,12000000,1,20-03-2007,20-03-2007,2,0,13592,13592,0
35802,operating,570000,1,01-01-2013,01-01-2013,2,0,15706,15706,0
35803,closed,,1,01-01-2014,01-01-2014,1,0,16071,16071,0
35804,operating,20000000,2,22-09-2014,22-09-2014,4,0,16335,16335,0
35805,operating,650000,1,23-05-2013,23-05-2013,6,0,15848,15848,0
35806,operating,500000,2,21-11-2013,01-09-2014,2,284,16030,16314,0
35807,operating,,1,05-12-2012,05-12-2012,1,0,15679,15679,0
35808,operating,1890000,1,28-06-2006,28-06-2006,2,0,13327,13327,0
35809,operating,32350000,6,01-11-2007,29-08-2014,9,2493,13818,16311,0
35810,ipo,82000000,4,01-05-2005,01-10-2009,5,1614,12904,14518,1
35811,ipo,8333219,3,12-08-2014,06-11-2015,1,451,16294,16745,1
35812,operating,28000000,1,06-02-2013,06-02-2013,1,0,15742,15742,0
35813,operating,40000,1,03-12-2012,03-12-2012,1,0,15677,15677,0
35814,operating,1600000,1,30-07-2015,30-07-2015,1,0,16646,16646,0
35815,operating,500000,1,06-02-2014,06-02-2014,1,0,16107,16107,0
35816,closed,4570000,2,17-05-2011,29-02-2012,1,288,15111,15399,0
35817,acquired,49800000,1,28-01-2008,28-01-2008,2,0,13906,13906,1
35818,ipo,97949012,3,19-03-2008,22-04-2015,4,2590,13957,16547,1
35819,ipo,82000000,1,24-04-2012,24-04-2012,1,0,15454,15454,1
35820,operating,250000,1,01-12-2007,01-12-2007,2,0,13848,13848,0
35821,operating,3000000,1,20-02-2015,20-02-2015,1,0,16486,16486,0
35822,operating,44938335,7,22-03-2010,04-03-2015,7,1808,14690,16498,0
35823,operating,,1,15-10-2015,15-10-2015,4,0,16723,16723,0
35824,operating,932782,1,15-09-2010,15-09-2010,1,0,14867,14867,0
35825,closed,,1,01-01-2012,01-01-2012,1,0,15340,15340,0
35826,operating,7012307,1,26-05-2004,26-05-2004,2,0,12564,12564,0
35827,acquired,6500000,1,15-03-2008,15-03-2008,2,0,13953,13953,1
35828,operating,30000,1,12-01-2011,12-01-2011,1,0,14986,14986,0
35829,acquired,57900000,5,01-06-2004,15-09-2009,15,1932,12570,14502,1
35830,operating,3929098.618,2,01-06-2013,01-09-2014,10,457,15857,16314,0
35831,operating,20000,1,01-04-2013,01-04-2013,1,0,15796,15796,0
35832,operating,,4,19-02-2013,25-04-2014,2,430,15755,16185,0
35833,operating,3000000,2,21-04-2015,21-04-2015,3,0,16546,16546,0
35834,closed,125000,1,10-04-2013,10-04-2013,1,0,15805,15805,0
35835,operating,20000000,1,28-01-2013,28-01-2013,1,0,15733,15733,0
35836,operating,25755532,2,12-04-2010,12-04-2010,1,0,14711,14711,0
35837,operating,,1,05-01-2015,05-01-2015,1,0,16440,16440,0
35838,closed,24400000,5,18-06-2008,05-03-2013,9,1721,14048,15769,0
35839,operating,25000,1,01-01-2012,01-01-2012,1,0,15340,15340,0
35840,operating,16000000,1,24-09-2004,24-09-2004,5,0,12685,12685,0
35841,operating,,1,10-08-2015,10-08-2015,1,0,16657,16657,0
35842,operating,,1,12-10-2015,12-10-2015,1,0,16720,16720,0
35843,operating,500000,1,27-11-2008,27-11-2008,1,0,14210,14210,0
35844,operating,37303,1,05-06-2012,05-06-2012,1,0,15496,15496,0
35845,operating,,1,25-06-2014,25-06-2014,1,0,16246,16246,0
35846,operating,41000016,3,01-01-2011,15-04-2014,8,1200,14975,16175,0
35847,operating,1219093.65,3,12-09-2009,14-10-2010,4,397,14499,14896,0
35848,operating,501000,2,01-01-2007,01-03-2012,2,1886,13514,15400,0
35849,operating,2000000,1,14-07-2014,14-07-2014,1,0,16265,16265,0
35850,operating,4000000,3,07-12-2012,24-11-2014,12,717,15681,16398,0
35851,operating,,1,15-01-2013,15-01-2013,1,0,15720,15720,0
35852,closed,6430000,1,23-01-2006,23-01-2006,4,0,13171,13171,0
35853,operating,170000,1,05-08-2014,05-08-2014,1,0,16287,16287,0
35854,operating,2082580,2,01-10-2014,22-07-2015,2,294,16344,16638,0
35855,operating,321250,3,01-07-2014,31-08-2015,4,426,16252,16678,0
35856,operating,2255277.349,1,02-10-2015,02-10-2015,1,0,16710,16710,0
35857,operating,54945,1,16-06-2012,16-06-2012,1,0,15507,15507,0
35858,acquired,4220000,3,21-05-2013,12-09-2014,5,479,15846,16325,1
35859,operating,1671750,4,31-07-2013,06-06-2015,1,675,15917,16592,0
35860,operating,,1,01-01-2013,01-01-2013,1,0,15706,15706,0
35861,ipo,,1,21-08-2014,21-08-2014,1,0,16303,16303,1
35862,acquired,15000000,1,08-08-2006,08-08-2006,3,0,13368,13368,1
35863,operating,3500000,1,01-11-2011,01-11-2011,7,0,15279,15279,0
35864,operating,25000,2,01-06-2014,23-12-2014,2,205,16222,16427,0
35865,operating,10000000,2,18-01-2013,20-11-2013,3,306,15723,16029,0
35866,acquired,8000000,3,01-10-2011,03-07-2013,13,641,15248,15889,1
35867,operating,65000000,4,13-02-2012,08-04-2015,12,1150,15383,16533,0
35868,operating,475000,2,20-11-2012,21-10-2013,1,335,15664,15999,0
35869,operating,4750000,3,01-08-2013,28-01-2015,4,545,15918,16463,0
35870,operating,200000,1,01-01-2012,01-01-2012,1,0,15340,15340,0
35871,operating,12514532,1,19-08-2010,19-08-2010,1,0,14840,14840,0
35872,operating,8000000,1,01-12-2013,01-12-2013,2,0,16040,16040,0
35873,operating,,1,26-03-2012,26-03-2012,1,0,15425,15425,0
35874,operating,80429594,2,08-10-2013,14-07-2015,4,644,15986,16630,0
35875,operating,68234,2,01-06-2012,01-05-2013,2,334,15492,15826,0
35876,operating,,1,04-04-2013,04-04-2013,1,0,15799,15799,0
35877,operating,80000,1,18-02-2014,18-02-2014,1,0,16119,16119,0
35878,operating,2000000,1,12-11-2012,12-11-2012,1,0,15656,15656,0
35879,operating,6500000,1,28-02-2014,28-02-2014,3,0,16129,16129,0
35880,operating,41799,1,21-04-2015,21-04-2015,1,0,16546,16546,0
35881,operating,1900000,1,15-10-2012,15-10-2012,9,0,15628,15628,0
35882,operating,30000000,2,25-08-2010,15-05-2013,7,994,14846,15840,0
35883,operating,271199,1,18-06-2014,18-06-2014,1,0,16239,16239,0
35884,operating,35000000,1,06-12-2011,06-12-2011,1,0,15314,15314,0
35885,operating,463000,1,05-03-2008,05-03-2008,1,0,13943,13943,0
35886,operating,300000,1,12-04-2012,12-04-2012,1,0,15442,15442,0
35887,operating,,1,09-03-2015,09-03-2015,1,0,16503,16503,0
35888,acquired,5020000,1,01-08-2006,01-08-2006,2,0,13361,13361,1
35889,operating,4205538,3,15-09-2011,14-08-2014,5,1064,15232,16296,0
35890,operating,2395000,4,15-01-2009,03-08-2010,10,565,14259,14824,0
35891,ipo,,1,12-05-2014,12-05-2014,1,0,16202,16202,1
35892,operating,28474000,1,20-05-2011,20-05-2011,1,0,15114,15114,0
35893,operating,25000,4,31-05-2012,08-12-2014,5,921,15491,16412,0
35894,operating,8100000,1,13-02-2003,13-02-2003,4,0,12096,12096,0
35895,acquired,1100000,1,05-10-2012,05-10-2012,11,0,15618,15618,1
35896,closed,10000000,1,15-04-2008,15-04-2008,2,0,13984,13984,0
35897,operating,,1,06-09-2013,06-09-2013,1,0,15954,15954,0
35898,operating,,2,01-08-2012,01-01-2014,2,518,15553,16071,0
35899,operating,2300000,1,01-10-2014,01-10-2014,3,0,16344,16344,0
35900,operating,762500,1,29-08-2013,29-08-2013,1,0,15946,15946,0
35901,operating,875000,3,06-06-2011,29-03-2013,10,662,15131,15793,0
35902,operating,2500000,1,08-08-2007,08-08-2007,1,0,13733,13733,0
35903,closed,7150000,1,21-06-2012,21-06-2012,1,0,15512,15512,0
35904,operating,,1,01-01-2013,01-01-2013,1,0,15706,15706,0
35905,operating,3000000,2,20-11-2014,04-11-2015,2,349,16394,16743,0
35906,closed,,1,01-02-2015,01-02-2015,1,0,16467,16467,0
35907,operating,40000,1,10-04-2012,10-04-2012,1,0,15440,15440,0
35908,operating,,4,09-04-2010,15-02-2012,4,677,14708,15385,0
35909,operating,,1,19-05-2009,19-05-2009,5,0,14383,14383,0
35910,operating,,1,01-05-2007,01-05-2007,1,0,13634,13634,0
35911,operating,77800000,4,01-01-2006,23-11-2015,18,3613,13149,16762,0
35912,operating,7515.510134,1,01-10-2015,01-10-2015,1,0,16709,16709,0
35913,operating,,1,01-02-2013,01-02-2013,1,0,15737,15737,0
35914,operating,500000,1,06-03-2009,06-03-2009,1,0,14309,14309,0
35915,ipo,56000000,5,01-07-2004,27-01-2010,5,2036,12600,14636,1
35916,operating,2496831,3,06-02-2009,04-03-2013,1,1487,14281,15768,0
35917,ipo,13000000,2,01-04-2011,14-05-2012,3,409,15065,15474,1
35918,operating,,1,01-11-2007,01-11-2007,1,0,13818,13818,0
35919,operating,768000,3,04-07-2006,07-11-2013,3,2683,13333,16016,0
35920,acquired,23950000,5,14-02-2005,15-07-2010,10,1977,12828,14805,1
35921,operating,,1,01-04-2014,01-04-2014,3,0,16161,16161,0
35922,acquired,48000000,3,01-05-1999,01-10-2000,12,519,10712,11231,1
35923,operating,45500000,4,01-06-2011,17-08-2015,8,1538,15126,16664,0
35924,acquired,4000000,1,25-01-2010,25-01-2010,2,0,14634,14634,1
35925,operating,17554604,1,26-11-2013,26-11-2013,1,0,16035,16035,0
35926,operating,275000,3,28-12-2004,30-05-2010,1,1979,12780,14759,0
35927,operating,,1,12-08-2015,12-08-2015,1,0,16659,16659,0
35928,operating,120000,2,01-12-2014,01-06-2015,2,182,16405,16587,0
35929,operating,2300000,2,01-01-2013,01-11-2013,2,304,15706,16010,0
35930,operating,5000000,1,07-07-2015,07-07-2015,1,0,16623,16623,0
35931,operating,20000,1,04-01-2013,04-01-2013,1,0,15709,15709,0
35932,closed,4500000,1,27-06-2003,27-06-2003,3,0,12230,12230,0
35933,operating,3000000,1,25-09-2012,25-09-2012,1,0,15608,15608,0
35934,operating,30000,1,28-08-2014,28-08-2014,1,0,16310,16310,0
35935,operating,120412,2,01-10-2013,03-08-2015,2,671,15979,16650,0
35936,operating,,1,04-10-2010,04-10-2010,1,0,14886,14886,0
35937,operating,750000,1,01-06-2012,01-06-2012,1,0,15492,15492,0
35938,closed,13000000,1,13-05-2012,13-05-2012,2,0,15473,15473,0
35939,closed,,1,05-04-2012,05-04-2012,1,0,15435,15435,0
35940,operating,75000,1,01-06-2012,01-06-2012,2,0,15492,15492,0
35941,operating,2050000,2,13-08-2013,25-02-2015,4,561,15930,16491,0
35942,operating,15000000,1,09-06-2015,09-06-2015,1,0,16595,16595,0
35943,operating,240000,2,01-01-2014,15-05-2014,1,134,16071,16205,0
35944,operating,17000000,5,01-02-2008,14-01-2015,11,2539,13910,16449,0
35945,operating,145000,2,22-07-2014,01-03-2015,2,222,16273,16495,0
35946,operating,6000000,2,20-12-2006,31-07-2007,5,223,13502,13725,0
35947,acquired,8000000,1,18-08-2003,18-08-2003,2,0,12282,12282,1
35948,operating,7000000,3,08-10-2007,25-03-2014,2,2360,13794,16154,0
35949,operating,,1,27-07-2015,27-07-2015,1,0,16643,16643,0
35950,operating,4000000,1,15-01-2014,15-01-2014,2,0,16085,16085,0
35951,operating,33000000,1,28-03-2007,28-03-2007,4,0,13600,13600,0
35952,operating,41250,1,01-08-2015,01-08-2015,1,0,16648,16648,0
35953,operating,471951,4,01-10-2012,01-05-2014,4,577,15614,16191,0
35954,operating,1604597,3,02-05-2014,19-11-2014,3,201,16192,16393,0
35955,operating,12000000,1,01-04-2008,01-04-2008,1,0,13970,13970,0
35956,operating,53750,2,01-12-2014,01-08-2015,2,243,16405,16648,0
35957,operating,,1,01-01-2012,01-01-2012,1,0,15340,15340,0
35958,operating,21751000,4,31-01-2013,22-09-2015,21,964,15736,16700,0
35959,closed,,1,28-01-2015,28-01-2015,1,0,16463,16463,0
35960,operating,,1,13-05-2013,13-05-2013,1,0,15838,15838,0
35961,operating,,1,01-01-2009,01-01-2009,1,0,14245,14245,0
35962,operating,2605,1,01-08-2010,01-08-2010,1,0,14822,14822,0
35963,operating,4751000,2,27-01-2010,08-02-2013,2,1108,14636,15744,0
35964,operating,,1,18-11-2003,18-11-2003,1,0,12374,12374,0
35965,operating,500000,1,12-09-2014,12-09-2014,2,0,16325,16325,0
35966,operating,6900000,3,01-01-2010,01-01-2012,1,730,14610,15340,0
35967,ipo,36618955,3,05-11-2004,25-06-2009,7,1693,12727,14420,1
35968,operating,1600000,1,17-02-2015,17-02-2015,4,0,16483,16483,0
35969,operating,262002,1,31-03-2014,31-03-2014,1,0,16160,16160,0
35970,closed,300000,1,01-12-2012,01-12-2012,1,0,15675,15675,0
35971,operating,,1,01-02-2012,01-02-2012,1,0,15371,15371,0
35972,closed,2400000,1,08-12-2006,08-12-2006,4,0,13490,13490,0
35973,operating,1728109,1,25-05-2015,25-05-2015,2,0,16580,16580,0
35974,operating,6400000,1,29-08-2005,29-08-2005,3,0,13024,13024,0
35975,operating,,1,01-08-2014,01-08-2014,1,0,16283,16283,0
35976,closed,19000,1,19-04-2012,19-04-2012,1,0,15449,15449,0
35977,operating,1220000,2,18-07-2014,02-12-2014,7,137,16269,16406,0
35978,operating,7550000,3,07-04-2010,21-06-2011,19,440,14706,15146,0
35979,operating,35158297,5,01-05-2009,19-08-2015,8,2301,14365,16666,0
35980,operating,,1,23-01-2012,23-01-2012,1,0,15362,15362,0
35981,operating,5350000,3,01-01-2013,16-11-2015,6,1049,15706,16755,0
35982,acquired,38809918,3,18-11-2004,23-04-2009,9,1617,12740,14357,1
35983,operating,15000,1,01-06-2012,01-06-2012,3,0,15492,15492,0
35984,operating,21045594,4,13-09-2005,27-04-2010,2,1687,13039,14726,0
35985,operating,,1,08-01-2014,08-01-2014,2,0,16078,16078,0
35986,operating,1000000,2,01-06-2012,26-09-2013,2,482,15492,15974,0
35987,acquired,,1,28-09-2012,28-09-2012,1,0,15611,15611,1
35988,operating,7400000,2,22-10-2013,28-05-2014,3,218,16000,16218,0
35989,operating,15000000,5,01-01-2013,01-12-2015,9,1064,15706,16770,0
35990,operating,,1,01-08-2012,01-08-2012,1,0,15553,15553,0
35991,operating,800000,2,23-05-2014,16-02-2015,3,269,16213,16482,0
35992,operating,335377366,10,06-08-2003,09-10-2014,25,4082,12270,16352,0
35993,operating,5539808,1,01-05-2014,01-05-2014,2,0,16191,16191,0
35994,acquired,5500000,1,09-09-2003,09-09-2003,3,0,12304,12304,1
35995,operating,,3,23-12-2012,24-06-2015,1,913,15697,16610,0
35996,operating,6500000,2,15-12-2011,28-05-2014,3,895,15323,16218,0
35997,operating,1600000,1,28-04-2015,28-04-2015,5,0,16553,16553,0
35998,operating,1800000,2,11-09-2013,01-09-2014,5,355,15959,16314,0
35999,operating,40000,1,17-12-2013,17-12-2013,1,0,16056,16056,0
36000,operating,7500000,1,23-08-2010,23-08-2010,1,0,14844,14844,0
36001,operating,,1,03-06-2014,03-06-2014,1,0,16224,16224,0
36002,operating,270000,1,01-08-2010,01-08-2010,1,0,14822,14822,0
36003,operating,800000,1,27-08-2009,27-08-2009,2,0,14483,14483,0
36004,ipo,417100000,11,19-09-2001,14-08-2015,57,5077,11584,16661,1
36005,operating,,1,01-01-2008,01-01-2008,1,0,13879,13879,0
36006,operating,50000000,1,20-06-2008,20-06-2008,2,0,14050,14050,0
36007,operating,,2,01-04-2008,31-05-2011,2,1155,13970,15125,0
36008,acquired,10400000,3,01-01-2003,01-11-2007,6,1765,12053,13818,1
36009,operating,8280000,1,23-10-2006,23-10-2006,4,0,13444,13444,0
36010,operating,119500000,5,24-01-2011,30-09-2015,22,1710,14998,16708,0
36011,acquired,,1,30-09-1997,30-09-1997,1,0,10134,10134,1
36012,closed,,1,18-02-2009,18-02-2009,1,0,14293,14293,0
36013,ipo,26100000,3,01-08-1998,07-06-1999,7,310,10439,10749,1
36014,acquired,56000000,1,10-10-2003,10-10-2003,6,0,12335,12335,1
36015,operating,41157,2,05-09-2011,01-03-2012,1,178,15222,15400,0
36016,operating,1000000,1,02-12-2015,02-12-2015,1,0,16771,16771,0
36017,operating,,1,04-08-2011,04-08-2011,1,0,15190,15190,0
36018,operating,,1,02-08-2011,02-08-2011,1,0,15188,15188,0
36019,operating,45638,1,25-06-2014,25-06-2014,1,0,16246,16246,0
36020,operating,,1,23-12-1999,23-12-1999,1,0,10948,10948,0
36021,operating,10039177.54,4,24-06-2013,28-09-2015,11,826,15880,16706,0
36022,operating,,1,09-03-2015,09-03-2015,1,0,16503,16503,0
36023,operating,1000000,1,01-03-2015,01-03-2015,2,0,16495,16495,0
36024,operating,,1,01-04-2008,01-04-2008,1,0,13970,13970,0
36025,operating,33040000,3,03-11-2008,06-03-2015,8,2314,14186,16500,0
36026,operating,6550924,1,29-01-2015,29-01-2015,12,0,16464,16464,0
36027,operating,720000,1,01-12-2011,01-12-2011,2,0,15309,15309,0
36028,operating,250000000,1,25-06-2004,25-06-2004,1,0,12594,12594,0
36029,operating,197148,2,01-03-2014,08-05-2015,1,433,16130,16563,0
36030,operating,6000000,1,19-08-2014,19-08-2014,1,0,16301,16301,0
36031,operating,,1,14-02-2014,14-02-2014,2,0,16115,16115,0
